0.001,100,1.52418162479425304772540239405456184362796571399485678899310414635692723095417022705078125E-16,0.08196113934043765258952163321737316437065601348876953125,0.059133342817622190634718748469822457991540431976318359375
0.005,100,6.39853852040296070781241408809610294317602764702090922810384654439985752105712890625E-16,0.31163007725620872623295554149080999195575714111328125,0.2032922924846836953971518369144177995622158050537109375
0.01,100,1.030483715236256400951121755224106617426058801235966289056023015291430056095123291015625E-15,0.467504770635057298466819020177354104816913604736328125,0.264250627605896959426701187112485058605670928955078125
0.05,100,1.2074026729198788771874334655370380007743881696502530331827074405737221240997314453125E-15,0.76322473291887071855654767205123789608478546142578125,0.12263863446366811416066155970838735811412334442138671875
0.1,100,9.466407966930428128526776541565582596995096810454928260014639818109571933746337890625E-16,0.84741419985554944371841656902688555419445037841796875,0.03855166847558576248555795018546632491052150726318359375
0.5,100,8.46720724476780656923768595507307690309494623871755525357229998917318880558013916015625E-16,0.87640896176414939677812299123615957796573638916015625,0.00955691136812623735774518962671209010295569896697998046875
1,100,8.530447796803419061085669181217237572316221196240537683053162254509516060352325439453125E-16,0.87640922352485828294987868503085337579250335693359375,0.00955664960738800660366987216320922016166150569915771484375
5,100,9509361745649751393218492987347081650179909221945336121552757183586762752,-12655362447286440305710425602250065597615749365535606429272948660818855097244684061245440,-12655362447286449139945749494171713514103253080128185566692433038913645705275690524344320
10,100,9614789791573852582294295594680077446877965504702820923821430735110103335040885014796899053118704293249024,-8900021951304860970505086854794697123249011272978255374533904071911153017747899615582165079993632951850675660817665359872,-8900021951304857530257162869687429707017668319847844179686420319489467411364640535197850947266420846822845995629135527936
1,5,8.530447796803419061085669181217237572316221196240537683053162254509516060352325439453125E-16,0.87640922352485828294987868503085337579250335693359375,0.00955664960738800660366987216320922016166150569915771484375
